duration,y
261,no
149,no
226,no
151,no
307,no
198,no
139,no
217,no
380,no
50,no
55,no
222,no
137,no
293,no
146,no
174,no
312,no
440,no
353,no
195,no
38,no
262,no
342,no
181,no
172,no
99,no
93,no
233,no
255,no
362,no
348,no
386,no
73,no
230,no
208,no
336,no
365,no
1666,no
577,no
137,no
366,no
314,no
160,no
212,no
188,no
22,no
616,no
178,no
355,no
225,no
160,no
266,no
253,no
179,no
269,no
135,no
161,no
787,no
145,no
174,no
449,no
812,no
164,no
366,no
357,no
232,no
91,no
273,no
158,no
177,no
200,no
172,no
176,no
211,no
214,no
1575,yes
349,no
337,no
272,no
208,no
193,no
212,no
165,no
1042,yes
20,no
246,no
529,no
192,no
1467,yes
188,no
180,no
48,no
213,no
545,no
583,no
221,no
426,no
287,no
197,no
257,no
229,no
55,no
400,no
197,no
190,no
21,no
300,no
123,no
293,no
325,no
514,no
849,no
194,no
212,no
337,no
286,no
247,no
518,no
364,no
178,no
98,no
439,no
139,no
79,no
175,no
262,no
61,no
78,no
102,no
579,yes
143,no
677,no
267,no
345,no
185,no
207,no
69,no
100,no
125,no
461,yes
240,no
70,no
193,no
136,no
73,no
528,no
541,no
338,no
163,no
87,no
301,no
46,no
52,no
204,no
155,no
98,no
71,no
243,no
186,no
579,no
165,no
163,no
46,no
559,no
2033,no
85,no
506,no
114,no
114,no
843,no
181,no
427,no
292,no
192,no
93,no
128,no
107,no
303,no
81,no
270,no
228,no
240,no
673,yes
233,no
102,no
461,no
250,no
130,no
252,no
138,no
412,no
179,no
19,no
228,no
55,no
717,no
313,no
289,no
683,no
1077,no
146,no
167,no
356,no
277,no
172,no
218,no
217,no
67,no
291,no
248,no
256,no
286,no
477,no
611,no
471,no
381,no
251,no
408,no
287,no
322,no
216,no
366,no
210,no
288,no
168,no
132,no
64,no
209,no
410,no
177,no
580,no
165,no
127,no
357,no
175,no
300,no
136,no
125,no
189,no
213,no
238,no
124,no
18,no
730,no
40,no
181,no
79,no
142,no
389,no
702,no
151,no
211,no
117,no
232,no
408,no
370,no
179,no
46,no
200,no
50,no
181,no
119,no
361,no
73,no
67,no
350,no
150,no
332,no
611,no
58,no
151,no
89,no
152,no
611,no
110,no
463,no
962,no
102,no
10,no
118,no
92,no
143,no
189,no
75,no
189,no
55,no
935,yes
56,no
5,no
225,no
125,no
286,no
206,no
164,no
98,no
446,no
742,no
120,no
122,no
362,no
357,no
200,no
107,no
267,no
248,no
215,no
209,no
205,no
261,no
83,no
106,no
106,no
108,no
214,no
358,no
453,no
364,no
136,no
173,no
241,no
224,no
148,no
230,no
199,no
196,no
111,no
231,no
316,no
240,no
669,no
425,no
121,no
174,no
88,no
313,no
135,no
152,no
402,no
221,no
213,no
144,no
158,no
220,no
325,no
254,no
503,no
680,no
421,no
130,no
164,no
174,no
113,no
195,no
347,no
208,no
404,no
396,no
98,no
229,no
350,no
88,no
379,no
168,no
190,no
158,no
210,no
102,no
306,no
64,no
218,no
77,no
54,no
344,no
195,no
202,no
286,no
278,no
189,no
83,no
18,no
184,no
235,no
290,no
133,no
318,no
437,no
402,no
501,no
1201,yes
1030,yes
253,no
149,no
144,no
69,no
243,no
769,no
135,no
231,no
442,no
199,no
455,no
152,no
124,no
424,no
43,no
154,no
393,no
203,no
140,no
326,no
483,no
259,no
227,no
673,no
576,no
180,no
90,no
505,no
245,no
186,no
208,no
623,no
180,no
496,no
118,no
102,no
342,no
225,no
185,no
276,no
87,no
744,no
262,no
271,no
141,no
198,no
150,no
241,no
196,no
149,no
264,no
246,no
309,no
140,no
175,no
136,no
1623,yes
50,no
101,no
144,no
238,no
354,no
451,no
159,no
170,no
243,no
141,no
112,no
262,no
53,no
134,no
204,no
678,no
182,no
162,no
177,no
27,no
699,no
358,no
1677,yes
529,no
310,no
47,no
379,no
30,no
472,no
113,no
114,no
116,no
448,no
264,no
169,no
145,no
288,no
381,no
176,no
215,no
278,no
188,no
174,no
226,no
111,no
157,no
46,no
49,no
374,no
349,no
325,no
233,no
531,no
153,no
80,no
198,no
568,no
918,yes
82,no
198,no
211,no
120,no
269,no
128,no
166,no
211,no
369,no
91,no
267,no
198,no
371,no
288,no
221,no
427,no
310,no
158,no
198,no
145,no
247,no
102,no
179,no
73,no
263,no
342,no
41,no
13,no
79,no
358,no
162,no
150,no
26,no
250,no
792,no
146,no
440,no
289,no
242,no
123,no
161,no
268,no
259,no
26,no
153,no
424,no
375,no
179,no
383,no
440,no
195,no
1297,yes
217,no
87,no
427,no
189,no
502,no
260,no
209,no
179,no
179,no
69,no
105,no
266,no
87,no
524,no
155,no
162,no
316,no
352,no
695,no
76,no
535,no
310,no
390,no
369,no
112,no
79,no
140,no
315,no
262,no
174,no
424,no
135,no
36,no
1906,no
219,no
135,no
147,no
407,no
402,no
209,no
92,no
208,no
193,no
65,no
284,no
285,no
231,no
278,no
389,no
158,no
78,no
258,no
87,no
147,no
635,no
289,no
170,no
802,no
381,no
218,no
57,no
304,no
241,no
230,no
79,no
262,no
392,no
201,no
145,no
252,no
329,no
328,no
191,no
116,no
246,no
532,no
293,no
416,no
37,no
132,no
530,no
175,no
90,no
524,no
29,no
311,no
412,no
211,no
312,no
392,no
191,no
284,no
328,no
100,no
226,no
507,no
333,no
128,no
322,no
202,no
92,no
205,no
739,no
273,no
339,no
262,no
308,no
467,no
245,no
160,no
189,no
477,no
65,no
191,no
196,no
221,no
197,no
178,no
221,no
64,no
75,no
400,no
378,no
118,no
1597,yes
346,no
107,no
60,no
276,no
176,no
390,no
251,no
716,no
189,no
125,no
234,no
79,no
13,no
296,no
114,no
283,no
109,no
132,no
144,no
121,no
95,no
31,no
112,no
161,no
87,no
593,no
99,no
198,no
285,no
190,no
172,no
178,no
174,no
631,no
152,no
176,no
32,no
1529,no
254,no
214,no
147,no
800,no
106,no
135,no
112,no
222,no
314,no
421,no
410,no
207,no
239,no
83,no
160,no
42,no
55,no
157,no
303,no
336,no
233,no
211,no
88,no
139,no
329,no
305,no
206,no
128,no
122,no
343,no
126,no
249,no
59,no
166,no
190,no
216,no
51,no
169,no
148,no
132,no
117,no
275,no
124,no
118,no
479,no
285,no
322,no
202,no
162,no
216,no
195,no
96,no
149,no
720,no
92,no
188,no
70,no
141,no
395,no
629,no
261,no
502,no
446,no
131,no
198,no
312,no
275,no
120,no
333,no
113,no
150,no
91,no
296,no
128,no
298,no
326,no
292,no
215,no
97,no
32,no
162,no
421,no
268,no
232,no
152,no
104,no
852,no
159,no
416,no
174,no
139,no
193,no
294,no
102,no
124,no
143,no
231,no
128,no
74,no
105,no
992,yes
168,no
250,no
254,no
149,no
133,no
374,no
425,no
207,no
464,no
439,no
83,no
732,yes
149,no
142,no
121,no
359,no
112,no
274,no
325,no
1521,no
216,no
161,no
122,no
800,no
615,no
111,no
359,no
327,no
236,no
227,no
109,no
492,no
298,no
83,no
241,no
1138,yes
131,no
123,no
125,no
295,no
287,no
109,no
140,no
52,no
233,no
254,no
255,no
126,no
184,no
591,yes
294,no
285,no
173,no
336,no
344,no
786,yes
153,no
99,no
243,no
260,no
164,no
255,no
47,no
110,no
463,no
192,no
388,no
221,no
25,no
256,no
104,no
283,no
448,no
127,no
378,no
67,no
221,no
150,no
144,no
296,no
161,no
401,no
435,no
388,no
245,no
143,no
423,no
231,no
181,no
107,no
227,no
69,no
799,no
109,no
127,no
45,no
120,no
68,no
180,no
112,no
444,no
246,no
148,no
223,no
566,no
274,no
49,no
97,no
376,no
421,no
511,no
121,no
157,no
101,no
328,no
19,no
866,no
229,no
154,no
56,no
199,no
117,no
1581,no
185,no
202,no
279,no
180,no
530,no
129,no
60,no
432,no
516,no
617,no
179,no
125,no
262,no
396,no
294,no
171,no
614,no
118,no
485,no
406,no
287,no
216,no
37,no
650,no
590,no
55,no
166,no
371,no
48,no
72,no
55,no
92,no
196,no
96,no
144,no
474,no
559,no
1101,no
229,no
236,no
164,no
93,no
123,no
912,no
209,no
485,no
206,no
239,no
311,no
362,no
274,no
163,no
345,no
329,no
68,no
143,no
214,no
1062,no
258,no
253,no
106,no
688,no
103,no
349,no
170,no
78,no
194,no
126,no
224,no
98,no
252,no
607,no
331,no
398,no
103,no
241,no
803,no
203,no
96,no
238,no
153,no
481,no
119,no
245,no
152,no
418,no
421,no
198,no
175,no
374,no
51,no
263,no
257,no
229,no
154,no
278,no
306,no
114,no
24,no
79,no
169,no
332,no
263,no
353,no
108,no
441,no
46,no
266,no
222,no
1009,no
105,no
381,no
228,no
128,no
550,no
764,no
113,no
396,no
42,no
234,no
50,no
110,no
274,no
191,no
305,no
134,no
112,no
217,no
283,no
353,no
212,no
225,no
283,no
1273,no
1574,yes
139,no
62,no
256,no
245,no
161,no
245,no
89,no
591,no
113,no
517,no
193,no
231,no
348,no
299,no
103,no
253,no
73,no
164,no
244,no
191,no
157,no
548,no
114,no
126,no
161,no
333,no
155,no
152,no
145,no
66,no
123,no
